############################
##   BAROMETER DATA LOG   ##
############################
##   TIME (us)   ##   PRESSURE (mbar)   ##   TEMPERATURE (C)   ##   ALTITUDE (m)   ##
############################
7008159;923;19;774
7058001;923;19;774
7108001;923;19;775
7158001;923;19;775
7208001;923;19;774
7258001;923;19;774
7308001;923;19;774
7358001;923;19;774
7408001;923;19;774
7458001;923;19;774
7508001;923;19;774
7558001;923;19;774
7608001;923;19;774
7658001;923;19;774
7708001;923;19;774
7758001;923;19;774
7817001;923;19;774
7867001;923;19;774
7917001;923;19;774
7967001;923;19;774
8017001;923;19;774
8067001;923;19;774
8117001;923;19;774
8167001;923;19;774
8217001;923;19;774
8267001;923;19;774
8317001;923;19;774
8367001;923;19;774
8417001;923;19;774
8467001;923;19;774
8517001;923;19;774
8567001;923;19;774
8617001;923;19;774
8667001;923;19;774
8717001;923;19;774
8767001;923;19;774
8817001;923;19;774
8867001;923;19;774
8917001;923;19;774
8967001;923;19;774
9017001;923;19;774
9075001;923;19;774
9125001;923;19;774
9175001;923;19;774
9225001;923;19;774
9275001;923;19;774
9325001;923;19;774
9375001;923;19;774
9425001;923;19;774
9475001;923;19;774
9525001;923;19;774
9611001;923;19;774
9683001;923;19;774
9754001;923;19;774
9825001;923;19;774
9896001;923;19;774
9967001;923;19;774
10038001;923;19;774
10109001;923;19;774
10180001;923;19;774
10251001;923;19;774
10322001;923;19;774
10393001;923;19;774
10464001;923;19;774
10555001;923;19;774
10636001;923;19;774
10707001;923;19;774
10776001;923;19;774
10847001;923;19;775
10918001;923;19;774
10989001;923;19;774
11060001;923;19;774
11131001;923;19;774
11202001;923;19;774
11273001;923;19;774
11344001;923;19;774
11415001;923;19;774
11486001;923;19;774
11557001;923;19;774
11628001;923;19;774
11699001;923;19;774
11770001;923;19;774
11841001;923;19;774
11913001;923;19;774
11984001;923;19;774
12055001;923;19;774
12126001;923;19;774
12197001;923;19;774
12268001;923;19;774
12339001;923;19;774
12410001;923;19;774
12490001;923;19;774
12561001;923;19;774
12632001;923;19;774
12703001;923;19;774
12774001;923;19;774
12846001;923;19;774
12917001;923;19;775
12988001;923;19;775
13059001;923;19;775
13130001;923;19;775
13201001;923;19;775
13272001;923;19;775
13343001;923;19;775
13414001;923;19;775
13492001;923;19;775
13563001;923;19;775
13634001;923;19;775
13705001;923;19;775
13776001;923;19;775
13847001;923;19;775
13918001;923;19;775
13989001;923;19;775
14061001;923;19;775
14132001;923;19;775
14211001;923;19;775
14282001;923;19;775
14353001;923;19;775
14424001;923;19;775
14495001;923;19;775
14566001;923;19;776
14637001;923;19;775
14708001;923;19;776
14793001;923;19;776
14868001;923;19;775
14939001;923;19;775
15010001;923;19;775
15082001;923;19;775
15154001;923;19;775
15226001;923;19;774
